date,index,period,trading_day_id,open,high,low,close,adj_close,volume,daily_return,log_return,rolling_vol_30d,max_to_date,drawdown,nasdaq_sp500_ratio,event_flag,event_name
1997-01-21,NASDAQ,dotcom,14,1363.43994140625,1377.489990234375,1360.6099853515625,1376.969970703125,1376.969970703125,681850000,0.009301566492027513,0.009258573319361751,NA,1376.969970703125,0,1.759211496119333,FALSE,NA
1997-01-22,NASDAQ,dotcom,15,1377.8499755859375,1388.06005859375,1373.300048828125,1388.06005859375,1388.06005859375,720790000,0.008053979481456697,0.00802171928824258,NA,1388.06005859375,0,1.7654631508279413,FALSE,NA
1997-01-23,NASDAQ,dotcom,16,1393.1500244140625,1400.530029296875,1378.22998046875,1378.3699951171875,1378.3699951171875,795360000,-0.006981011676381987,-0.007005492940920455,NA,1388.06005859375,-0.006981011676381987,1.7726863514648838,FALSE,NA
1997-01-24,NASDAQ,dotcom,17,1375.5999755859375,1379.949951171875,1360.47998046875,1363.8299560546875,1363.8299560546875,721430000,-0.010548719947479523,-0.010604752086995184,NA,1388.06005859375,-0.017456090886737385,1.7700123572186752,FALSE,NA
1997-01-27,NASDAQ,dotcom,18,1367.4100341796875,1368,1352.1800537109375,1352.81005859375,1352.81005859375,537780000,-0.008080111022649827,-0.00811293203757657,NA,1388.06005859375,-0.025395154757000937,1.768332885487959,FALSE,NA
1997-01-28,NASDAQ,dotcom,19,1365.9100341796875,1370.68994140625,1349.280029296875,1354.3699951171875,1354.3699951171875,658960000,0.001153108312233364,0.001152443993482244,NA,1388.06005859375,-0.024271329808808195,1.7703719648370109,FALSE,NA
1997-01-29,NASDAQ,dotcom,20,1359.3199462890625,1360.760009765625,1349.5400390625,1355.1700439453125,1355.1700439453125,599260000,5.90716592223206e-4,5.905421878562578e-4,NA,1388.06005859375,-0.02369495069381833,1.7542654290554207,FALSE,NA
1997-01-30,NASDAQ,dotcom,21,1362.050048828125,1371.030029296875,1360.6300048828125,1371.02001953125,1371.02001953125,653640000,0.011695931190888409,0.011628062467036848,NA,1388.06005859375,-0.012276154015816387,1.7483709519755108,FALSE,NA
1997-01-31,NASDAQ,dotcom,22,1374.97998046875,1381.969970703125,1374.97998046875,1379.8499755859375,1379.8499755859375,679190000,0.006440428242401985,0.006419777304261132,NA,1388.06005859375,-0.005914789462446057,1.7551770920958087,FALSE,NA
1997-02-03,NASDAQ,dotcom,23,1383.969970703125,1384.510009765625,1374.5699462890625,1376.050048828125,1376.050048828125,537540000,-0.0027538694967175203,-0.002757668371326183,NA,1388.06005859375,-0.008652370400883402,1.7490753917986523,FALSE,NA
1997-02-04,NASDAQ,dotcom,24,1376.699951171875,1377.780029296875,1362.81005859375,1373.75,1373.75,606160000,-0.0016714863170012029,-0.0016728848088458648,NA,1388.06005859375,-0.010309394399149796,1.7405544218665563,FALSE,NA
1997-02-05,NASDAQ,dotcom,25,1373.949951171875,1375.050048828125,1339.6400146484375,1348.43994140625,1348.43994140625,680460000,-0.01842406449044587,-0.018595901463010378,NA,1388.06005859375,-0.028543517942328345,1.7325896729284922,FALSE,NA
1997-02-06,NASDAQ,dotcom,26,1351.1099853515625,1351.7099609375,1340.5400390625,1346.4000244140625,1346.4000244140625,623490000,-0.0015127978114176655,-0.0015139432453796786,NA,1388.06005859375,-0.030013135182272666,1.725821934601984,FALSE,NA
1997-02-07,NASDAQ,dotcom,27,1354.9100341796875,1360.530029296875,1346.2900390625,1357.7099609375,1357.7099609375,644310000,0.008400130955404261,0.008365046196161963,NA,1388.06005859375,-0.021865118492781832,1.7195779486494862,FALSE,NA
1997-02-10,NASDAQ,dotcom,28,1360.4599609375,1362.2099609375,1335.3399658203125,1335.3399658203125,1335.3399658203125,629500000,-0.016476269424834267,-0.016613512745421666,NA,1388.06005859375,-0.0379811323343231,1.7001387498217544,FALSE,NA
1997-02-11,NASDAQ,dotcom,29,1342.1099853515625,1342.7099609375,1319.68994140625,1331.510009765625,1331.510009765625,650980000,-0.002868150547965298,-0.002872271573449048,NA,1388.06005859375,-0.04074034727677134,1.6863308355962208,FALSE,NA
1997-02-12,NASDAQ,dotcom,30,1337.47998046875,1358.969970703125,1336.5699462890625,1358.9599609375,1358.9599609375,669230000,0.020615655136311695,0.0204060286799157,0.009800822254929006,1388.06005859375,-0.020964581090051282,1.692838456686534,FALSE,NA
1997-02-13,NASDAQ,dotcom,31,1364.52001953125,1373.75,1358.949951171875,1370.81005859375,1370.81005859375,730410000,0.008719975567252902,0.008682176161298294,0.009706051638862784,1388.06005859375,-0.012427416157681281,1.6885640243235418,FALSE,NA
1997-02-14,NASDAQ,dotcom,32,1370.25,1373.0400390625,1364.239990234375,1367.18994140625,1367.18994140625,587210000,-0.0026408598075313705,-0.002644353029221058,0.008884253328606715,1388.06005859375,-0.015035456901370425,1.6910622086320117,FALSE,NA
1997-02-18,NASDAQ,dotcom,33,1369.1600341796875,1370.3199462890625,1358.050048828125,1365.7900390625,1365.7900390625,563710000,-0.0010239267429880128,-0.001024451314087571,0.008877690651607123,1388.06005859375,-0.016043988437943968,1.67316771714273,FALSE,NA
1997-02-19,NASDAQ,dotcom,34,1366.3399658203125,1370.4300537109375,1362.3699951171875,1365.5799560546875,1365.5799560546875,616100000,-1.5381793819257972e-4,-1.5382976938482784e-4,0.00877136717283909,1388.06005859375,-0.01619533852291466,1.6807344982314987,FALSE,NA
1997-02-20,NASDAQ,dotcom,35,1362.6199951171875,1365.6199951171875,1345.6199951171875,1347.4000244140625,1347.4000244140625,609670000,-0.01331297487197225,-0.013402386969305624,0.00907938180376364,1388.06005859375,-0.029292705260088203,1.6783757410339408,FALSE,NA
1997-02-21,NASDAQ,dotcom,36,1346.4599609375,1347.77001953125,1332.050048828125,1334.3199462890625,1334.3199462890625,612770000,-0.009707642784619996,-0.009755069130445548,0.009245341098254695,1388.06005859375,-0.03871598492584816,1.6642178103256648,FALSE,NA
1997-02-24,NASDAQ,dotcom,37,1328.4000244140625,1345.3399658203125,1325.1600341796875,1345.0799560546875,1345.0799560546875,574060000,0.00806404025927221,0.008031699634351241,0.009326146385013907,1388.06005859375,-0.030964151927695305,1.6600186446923642,FALSE,NA
1997-02-25,NASDAQ,dotcom,38,1349.81005859375,1355.6700439453125,1342.6800537109375,1347.68994140625,1347.68994140625,700880000,0.001940394204682061,0.001938514071587072,0.009327581812318967,1388.06005859375,-0.029083840383966608,1.659655299414475,FALSE,NA
1997-02-26,NASDAQ,dotcom,39,1350.1700439453125,1351.969970703125,1333.239990234375,1340.550048828125,1340.550048828125,640940000,-0.00529787479950683,-0.005311958301980724,0.009139602803399,1388.06005859375,-0.034227632638430316,1.6638740703687602,FALSE,NA
1997-02-27,NASDAQ,dotcom,40,1339.6199951171875,1340.949951171875,1312.5899658203125,1312.6600341796875,1312.6600341796875,673500000,-0.02080490368324428,-0.02102437508306476,0.009751914711557178,1388.06005859375,-0.054320433721326555,1.650999310862449,FALSE,NA
1997-02-28,NASDAQ,dotcom,41,1310.969970703125,1313.9000244140625,1296.8800048828125,1309,1309,686880000,-0.0027882574957610595,-0.0027921519264939576,0.009700479385679469,1388.06005859375,-0.056957231860591206,1.6552439086981001,FALSE,NA
1997-03-03,NASDAQ,dotcom,42,1306.2099609375,1311.9599609375,1301.8299560546875,1311.1800537109375,1311.1800537109375,531980000,0.001665434462137183,0.0016640491640318444,0.009618163271193195,1388.06005859375,-0.055386655935262596,1.6486402254918686,FALSE,NA
1997-03-04,NASDAQ,dotcom,43,1316.199951171875,1330.0400390625,1316.199951171875,1317.3699951171875,1317.3699951171875,597100000,0.0047208935101865634,0.004709785039969994,0.009403386435140167,1388.06005859375,-0.05092723692963175,1.6655540486575855,FALSE,NA
1997-03-05,NASDAQ,dotcom,44,1322.3800048828125,1329.280029296875,1320.72998046875,1329.0899658203125,1329.0899658203125,660100000,0.00889649130203729,0.008857150680126047,0.009388180235386193,1388.06005859375,-0.04248381934797574,1.6572400927745954,FALSE,NA
1997-03-06,NASDAQ,dotcom,45,1331.4599609375,1332.3399658203125,1314.9000244140625,1315.4300537109375,1315.4300537109375,641410000,-0.010277642944165999,-0.010330822604582401,0.009365933377775915,1388.06005859375,-0.05232482876597877,1.6472526268940972,FALSE,NA
1997-03-07,NASDAQ,dotcom,46,1319.739990234375,1324.22998046875,1308.9599609375,1311.800048828125,1311.800048828125,636330000,-0.0027595575094030433,-0.002763372107578377,0.00931617068737993,1388.06005859375,-0.054939992901232526,1.6296260687616635,FALSE,NA
1997-03-10,NASDAQ,dotcom,47,1312.719970703125,1322.719970703125,1306.7900390625,1322.719970703125,1322.719970703125,562650000,0.008324379835749518,0.008289923273536282,0.009328731938011944,1388.06005859375,-0.04707295443456627,1.6256620549549683,FALSE,NA
1997-03-11,NASDAQ,dotcom,48,1323.9100341796875,1326.0799560546875,1314.4200439453125,1316.760009765625,1316.760009765625,573770000,-0.004505837266773782,-0.004516019148290695,0.00925744540671215,1388.06005859375,-0.05136668862899163,1.6229447163712918,FALSE,NA
1997-03-12,NASDAQ,dotcom,49,1314.969970703125,1314.969970703125,1300.77001953125,1304.1300048828125,1304.1300048828125,564220000,-0.009591728780600328,-0.009638025693908148,0.009383927558392562,1388.06005859375,-0.0604657220639051,1.6215278505055326,FALSE,NA
1997-03-13,NASDAQ,dotcom,50,1302.47998046875,1307.6600341796875,1291.699951171875,1293.280029296875,1293.280029296875,553470000,-0.008319703975304571,-0.008354505874513585,0.009465411533594332,1388.06005859375,-0.06828236913098495,1.6379756235065592,FALSE,NA
1997-03-14,NASDAQ,dotcom,51,1299.72998046875,1303,1291.8599853515625,1292.969970703125,1292.969970703125,589900000,-2.3974590709374688e-4,-2.397746507378784e-4,0.009136152266005237,1388.06005859375,-0.06850574461955283,1.630129730778758,FALSE,NA
1997-03-17,NASDAQ,dotcom,52,1289.3599853515625,1292.969970703125,1265.1700439453125,1279.4300537109375,1279.4300537109375,580850000,-0.010471950083128734,-0.010527166774983776,0.009124811406981723,1388.06005859375,-0.07826030596461797,1.6079099400295147,FALSE,NA
1997-03-18,NASDAQ,dotcom,53,1282.5999755859375,1283.010009765625,1264.52001953125,1269.3399658203125,1269.3399658203125,540270000,-0.007886392742892934,-0.007917654809909358,0.009178176296981994,1388.06005859375,-0.08552950719849495,1.6074513195415383,FALSE,NA
1997-03-19,NASDAQ,dotcom,54,1264.3499755859375,1264.3499755859375,1239.760009765625,1249.2900390625,1249.2900390625,704760000,-0.015795553041501487,-0.015921632212063663,0.009483619994621415,1388.06005859375,-0.09997407437242922,1.5898927268919756,FALSE,NA
1997-03-20,NASDAQ,dotcom,55,1252.530029296875,1262.6600341796875,1243.0400390625,1259.260009765625,1259.260009765625,632060000,0.007980509242358824,0.007948833393144561,0.009236070236909557,1388.06005859375,-0.09279140915459594,1.6089694888956025,FALSE,NA
1997-03-21,NASDAQ,dotcom,56,1263.6099853515625,1267.280029296875,1253.7099609375,1254.0699462890625,1254.0699462890625,571120000,-0.004121518539708435,-0.004130035406917365,0.009241296568812226,1388.06005859375,-0.09653048618114801,1.5993750610079138,FALSE,NA
1997-03-24,NASDAQ,dotcom,57,1251.0699462890625,1251.0699462890625,1230.9599609375,1242.6400146484375,1242.6400146484375,594970000,-0.009114269642173878,-0.009156058709413273,0.009092484847457298,1388.06005859375,-0.10476495094357674,1.5711919377320873,FALSE,NA
1997-03-25,NASDAQ,dotcom,58,1247.1099853515625,1253.8699951171875,1241.52001953125,1248.06005859375,1248.06005859375,544050000,0.004361716894209167,0.004352232176842996,0.008811804698725655,1388.06005859375,-0.10086018910581918,1.581684827720157,FALSE,NA
1997-03-26,NASDAQ,dotcom,59,1252.8699951171875,1269.0799560546875,1248.06005859375,1269.0799560546875,1269.0799560546875,591610000,0.016842056050268672,0.016701801220161627,0.009471388968108145,1388.06005859375,-0.08571682601371133,1.605414239158365,FALSE,NA
1997-03-27,NASDAQ,dotcom,60,1274.8299560546875,1277.3599853515625,1241.239990234375,1249.510009765625,1249.510009765625,579950000,-0.015420577872730323,-0.01554071160498971,0.008825628844182901,1388.06005859375,-0.09981560089589403,1.6146043338525544,FALSE,NA
1997-03-31,NASDAQ,dotcom,61,1246.3499755859375,1246.3499755859375,1220.4000244140625,1221.699951171875,1221.699951171875,583640000,-0.022256771355490312,-0.022508190817172924,0.00923892918848777,1388.06005859375,-0.11985079924453357,1.6136146965485696,FALSE,NA
1997-04-01,NASDAQ,dotcom,62,1211.280029296875,1222.260009765625,1206.719970703125,1216.9300537109375,1216.9300537109375,599440000,-0.003904311739033939,-0.003911953461040341,0.009236390302649656,1388.06005859375,-0.12328717610114437,1.601982557848976,FALSE,NA
1997-04-02,NASDAQ,dotcom,63,1217.43994140625,1217.43994140625,1199.4100341796875,1201,1201,583250000,-0.01309036099680505,-0.013176794901628597,0.0093716294471461,1388.06005859375,-0.1347636634565088,1.6010985368193889,FALSE,NA
1997-04-03,NASDAQ,dotcom,64,1199.1199951171875,1213.77001953125,1196.219970703125,1213.760009765625,1213.760009765625,580490000,0.010624487731577759,0.010568444466313665,0.00973308263351304,1388.06005859375,-0.12557097061398714,1.6176564637988529,FALSE,NA
1997-04-04,NASDAQ,dotcom,65,1208.6500244140625,1236.72998046875,1206.510009765625,1236.72998046875,1236.72998046875,667640000,0.01892463956491741,0.018747796221086688,0.010411124720984386,1388.06005859375,-0.10902271640775629,1.6317851176015914,FALSE,NA
1997-04-07,NASDAQ,dotcom,66,1245.8299560546875,1256.1199951171875,1245.8299560546875,1251.3499755859375,1251.3499755859375,568270000,0.011821493250811388,0.011752165238347878,0.01065766706696214,1388.06005859375,-0.0984900344631443,1.6419114423638903,FALSE,NA
1997-04-08,NASDAQ,dotcom,67,1253.050048828125,1257.4000244140625,1245.5699462890625,1257.3699951171875,1257.3699951171875,522450000,0.004810820033325447,0.004799285019086774,0.010567030340843725,1388.06005859375,-0.09415303226069716,1.6412180900262983,FALSE,NA
1997-04-09,NASDAQ,dotcom,68,1263.949951171875,1267.4100341796875,1248.43994140625,1249.4300537109375,1249.4300537109375,564040000,-0.006314721551399782,-0.006334743739737192,0.010563216707081888,1388.06005859375,-0.09987320363015073,1.6426901049377811,FALSE,NA
1997-04-10,NASDAQ,dotcom,69,1248.31005859375,1248.31005859375,1235.5699462890625,1235.77001953125,1235.77001953125,520770000,-0.010933012327593472,-0.010993216920718751,0.010664918107598802,1388.06005859375,-0.10971430099125956,1.6295724553212514,FALSE,NA
1997-04-11,NASDAQ,dotcom,70,1224.3499755859375,1224.3499755859375,1206.9000244140625,1206.9000244140625,1206.9000244140625,533990000,-0.023361948146418343,-0.02363916451177417,0.01082401395945164,1388.06005859375,-0.13051310932699955,1.6361417806130207,FALSE,NA
1997-04-14,NASDAQ,dotcom,71,1209.0400390625,1216.4200439453125,1199.6800537109375,1216.4100341796875,1216.4100341796875,471240000,0.007879699704407495,0.007848816995591257,0.010996218307490842,1388.06005859375,-0.12366181373157725,1.635553313869399,FALSE,NA
1997-04-15,NASDAQ,dotcom,72,1221.949951171875,1228.5,1205.9300537109375,1212.8800048828125,1212.8800048828125,572050000,-0.002902006065130469,-0.002906225049053468,0.010969809445215648,1388.06005859375,-0.1262049524632336,1.6070596406145827,FALSE,NA
1997-04-16,NASDAQ,dotcom,73,1209.3299560546875,1215.43994140625,1202.77001953125,1210.27001953125,1210.27001953125,575510000,-0.0021518908227154965,-0.0021542094666813227,0.010884464087426804,1388.06005859375,-0.1280852640069623,1.5850981272416649,FALSE,NA
1997-04-17,NASDAQ,dotcom,74,1214.0999755859375,1224.1400146484375,1210.27001953125,1217.0699462890625,1217.0699462890625,600610000,0.005618520369897517,0.005602795357695811,0.010779305459176465,1388.06005859375,-0.12318639330197168,1.5976868544104403,FALSE,NA
1997-04-18,NASDAQ,dotcom,75,1232.4599609375,1233.010009765625,1217.0699462890625,1222.5699462890625,1222.5699462890625,574960000,0.004519050048659823,0.00450886980050047,0.010767392627419874,1388.06005859375,-0.1192240287299573,1.5953361477223718,FALSE,NA
1997-04-21,NASDAQ,dotcom,76,1221.97998046875,1223.4200439453125,1202.5999755859375,1203.949951171875,1203.949951171875,546340000,-0.015230208442229332,-0.015347379280004958,0.011020258451589876,1388.06005859375,-0.13263843036330702,1.5833738297186797,FALSE,NA
1997-04-22,NASDAQ,dotcom,77,1205.22998046875,1212.739990234375,1194.1600341796875,1212.739990234375,1212.739990234375,619440000,0.007301000389546175,0.007274477105632116,0.010986177424848562,1388.06005859375,-0.1263058232055121,1.5656136806498355,FALSE,NA
1997-04-23,NASDAQ,dotcom,78,1214.6400146484375,1228.3299560546875,1213.0400390625,1227.1400146484375,1227.1400146484375,584320000,0.011873958581410049,0.01180401625235561,0.011302536467465419,1388.06005859375,-0.1159316147374353,1.5861899480549522,FALSE,NA
1997-04-24,NASDAQ,dotcom,79,1238,1242.1600341796875,1227.9300537109375,1228.0999755859375,1228.0999755859375,586820000,7.822749857724354e-4,7.819691681749674e-4,0.011229739243423197,1388.06005859375,-0.11524003015393214,1.5924946021029025,FALSE,NA
1997-04-25,NASDAQ,dotcom,80,1224.4200439453125,1228.27001953125,1209.18994140625,1209.2900390625,1209.2900390625,497290000,-0.015316290935078913,-0.015434796924419736,0.011437549848301965,1388.06005859375,-0.12879127125980605,1.5800071165284484,FALSE,NA
1997-04-28,NASDAQ,dotcom,81,1211.8699951171875,1220.0799560546875,1203.969970703125,1217.030029296875,1217.030029296875,453000000,0.006400441568488846,0.006380045724364791,0.011540031174052503,1388.06005859375,-0.12321515069754707,1.574505789045747,FALSE,NA
1997-04-29,NASDAQ,dotcom,82,1233.25,1242.6400146484375,1233.25,1242.6300048828125,1242.6300048828125,573420000,0.021034793694225895,0.02081661665695389,0.012155104741882979,1388.06005859375,-0.10477216227824704,1.5649266721061914,FALSE,NA
1997-04-30,NASDAQ,dotcom,83,1238.949951171875,1263.989990234375,1237.81005859375,1260.760009765625,1260.760009765625,657060000,0.014590026646364773,0.014484616264138772,0.012399914740362115,1388.06005859375,-0.0917107642713193,1.573314657340857,FALSE,NA
1997-05-01,NASDAQ,dotcom,84,1263.9300537109375,1273,1260.93994140625,1270.5,1270.5,615620000,0.007725491099757953,0.007695802302381871,0.012117033589869899,1388.06005859375,-0.0846937838646914,1.5910484933405773,FALSE,NA
1997-05-02,NASDAQ,dotcom,85,1275.510009765625,1305.3800048828125,1275.510009765625,1305.3299560546875,1305.3299560546875,723590000,0.027414369189049603,0.027045324926606717,0.013009997712565863,1388.06005859375,-0.059601241334526045,1.605631207910088,FALSE,NA
1997-05-05,NASDAQ,dotcom,86,1311.699951171875,1339.8599853515625,1311.699951171875,1339.239990234375,1339.239990234375,835140000,0.025978132212777227,0.02564643288866897,0.013720295720129233,1388.06005859375,-0.03517143804918266,1.612978628763203,FALSE,NA
1997-05-06,NASDAQ,dotcom,87,1334.449951171875,1334.449951171875,1324.25,1328.300048828125,1328.300048828125,741910000,-0.008168768470194432,-0.008202315677174887,0.01369427238448533,1388.06005859375,-0.04305289918518951,1.604692221365254,FALSE,NA
1997-05-07,NASDAQ,dotcom,88,1321.8299560546875,1333.56005859375,1319.75,1322.9100341796875,1322.9100341796875,610710000,-0.004057829142739777,-0.004066084471459952,0.013737090380299815,1388.06005859375,-0.04693602701893629,1.6219686154084698,FALSE,NA
1997-05-08,NASDAQ,dotcom,89,1317.760009765625,1337.739990234375,1316.050048828125,1330.8299560546875,1330.8299560546875,620050000,0.005986742613159679,0.005968893273774256,0.013474047495508004,1388.06005859375,-0.04123027831882331,1.6224489067008752,FALSE,NA
1997-05-09,NASDAQ,dotcom,90,1338.800048828125,1343.010009765625,1325.6099853515625,1335.050048828125,1335.050048828125,544810000,0.0031710232808015437,0.0031660061898879377,0.013082624187654799,1388.06005859375,-0.03818999721044469,1.6186740723660042,FALSE,NA
1997-05-12,NASDAQ,dotcom,91,1339.050048828125,1345.1099853515625,1339.050048828125,1344.18994140625,1344.18994140625,529710000,0.006846104822922472,0.006822776658151675,0.012252156134106301,1388.06005859375,-0.03160534511161206,1.6046963977044673,FALSE,NA
1997-05-13,NASDAQ,dotcom,92,1343.8299560546875,1346.219970703125,1332.0999755859375,1333.5899658203125,1333.5899658203125,578610000,-0.007885772136375424,-0.00791702927033544,0.012353606311408149,1388.06005859375,-0.039241884698145824,1.6006985200441728,FALSE,NA
1997-05-14,NASDAQ,dotcom,93,1337.3399658203125,1339.97998046875,1328.0699462890625,1335.550048828125,1335.550048828125,612480000,0.001469779361009893,0.0014687002925244386,0.011974592590873615,1388.06005859375,-0.03782978224935252,1.5974715132395787,FALSE,NA
1997-05-15,NASDAQ,dotcom,94,1335.56005859375,1353.97998046875,1334.9200439453125,1353.5799560546875,1353.5799560546875,595400000,0.013499986198482583,0.013409673292239077,0.01204394182296807,1388.06005859375,-0.024840497589127652,1.607806276671344,FALSE,NA
1997-05-16,NASDAQ,dotcom,95,1347.530029296875,1347.530029296875,1339.93994140625,1340.72998046875,1340.72998046875,562760000,-0.00949332584932161,-0.009538674703003736,0.011923046026208974,1388.06005859375,-0.03409800450057643,1.6158240198478457,FALSE,NA
1997-05-19,NASDAQ,dotcom,96,1343.3199462890625,1344.9100341796875,1335.949951171875,1341.239990234375,1341.239990234375,451060000,3.803970770062115e-4,3.8032474438054464e-4,0.011805730134386357,1388.06005859375,-0.033730578204813844,1.6096102809373602,FALSE,NA
1997-05-20,NASDAQ,dotcom,97,1342.1700439453125,1363.8900146484375,1338.4200439453125,1363.8800048828125,1363.8800048828125,531940000,0.016879913224538745,0.01673903066926652,0.01209347507416677,1388.06005859375,-0.017420034213385893,1.6204643780162333,FALSE,NA
1997-05-21,NASDAQ,dotcom,98,1373.1500244140625,1380.9000244140625,1373.1500244140625,1373.75,1373.75,654890000,0.007236703435677727,0.007210644144086231,0.011994562147811394,1388.06005859375,-0.010309394399149796,1.636683195279783,FALSE,NA
1997-05-22,NASDAQ,dotcom,99,1376.1800537109375,1378.260009765625,1366.760009765625,1372.5999755859375,1372.5999755859375,551360000,-8.371424306187203e-4,-8.374930300245609e-4,0.011721838132956672,1388.06005859375,-0.011137906398283048,1.6425340685170522,FALSE,NA
1997-05-23,NASDAQ,dotcom,100,1377.72998046875,1389.75,1377.72998046875,1389.719970703125,1389.719970703125,539440000,0.012472676250689263,0.012395533215345367,0.010660219583581198,1389.719970703125,0,1.640697404620637,FALSE,NA
1997-05-27,NASDAQ,dotcom,101,1388,1409.3900146484375,1386.8299560546875,1409.2099609375,1409.2099609375,634040000,0.014024401062981084,0.013926969044129045,0.010780437177043856,1409.2099609375,0,1.658459856300069,FALSE,NA
1997-05-28,NASDAQ,dotcom,102,1411.6500244140625,1414.260009765625,1403.72998046875,1410.1800537109375,1410.1800537109375,646840000,6.883947746099128e-4,6.881579396118553e-4,0.010709705456934157,1410.1800537109375,0,1.6644987867677175,FALSE,NA
1997-05-29,NASDAQ,dotcom,103,1412.489990234375,1414.25,1401.8499755859375,1403.0400390625,1403.0400390625,611460000,-0.0050631936181825266,-0.0050760550145172445,0.010790490786240682,1410.1800537109375,-0.0050631936181825266,1.6622121252198305,FALSE,NA
1997-05-30,NASDAQ,dotcom,104,1355.800048828125,1403.25,1352.6500244140625,1400.3199462890625,1400.3199462890625,713770000,-0.0019387135774507902,-0.001940595315112148,0.010863392694256513,1410.1800537109375,-0.006992091113420473,1.650775566943105,FALSE,NA
1997-06-02,NASDAQ,dotcom,105,1407.0699462890625,1408.489990234375,1394.719970703125,1404.7900390625,1404.7900390625,555220000,0.003192193887749495,0.00318710965387492,0.010867035555571189,1410.1800537109375,-0.003822217336185929,1.6598020503993651,FALSE,NA
1997-06-03,NASDAQ,dotcom,106,1397.489990234375,1397.489990234375,1384.6700439453125,1384.9100341796875,1384.9100341796875,586410000,-0.014151584457474997,-0.014252672970497926,0.010800406585635969,1410.1800537109375,-0.01791971136221293,1.6380163530446543,FALSE,NA
1997-06-04,NASDAQ,dotcom,107,1387.4599609375,1392.989990234375,1375.449951171875,1379.6700439453125,1379.6700439453125,594220000,-0.0037836322252360333,-0.0037908082683681954,0.010898737005507305,1410.1800537109375,-0.021635541990072005,1.6422493102113995,FALSE,NA
1997-06-05,NASDAQ,dotcom,108,1385.739990234375,1393.7900390625,1385.739990234375,1390.050048828125,1390.050048828125,560950000,0.007523541536880618,0.007495380855421452,0.010824068146121676,1410.1800537109375,-0.014274776352026564,1.648091792915962,FALSE,NA
